1513,47,218,1.0,Kawah Putih,Cagar Alam,81000,4.5,82.60975609756098,46,145
9317,281,158,2.0,Pantai Pok Tunggal,Bahari,10000,4.5,82.60975609756098,280,274
39,2,185,2.0,Pantai Krakal,Bahari,10000,4.5,82.60975609756098,1,262
4819,146,273,2.0,Curug Bugbrug,Cagar Alam,7500,4.3,120.0,145,49
3465,106,337,4.0,Kampung Pelangi,Taman Hiburan,3000,4.3,30.0,105,137
1760,54,361,1.0,Wisata Kampung Krisan Clapar,Taman Hiburan,10000,4.1,82.60975609756098,53,431
2304,71,162,4.0,Kampung Wisata Dipowinatan,Budaya,220000,4.5,82.60975609756098,70,139
3723,114,173,1.0,Pantai Nglambor,Bahari,10000,4.4,82.60975609756098,113,267
8284,249,47,1.0,Taman Situ Lembang,Taman Hiburan,0,4.5,82.60975609756098,248,392
4993,151,332,3.0,Rainbow Garden,Cagar Alam,20000,4.6,90.0,150,319
8127,244,114,4.0,The Lost World Castle,Taman Hiburan,30000,4.3,82.60975609756098,243,406
3032,93,411,1.0,Masjid Muhammad Cheng Hoo,Tempat Ibadah,0,4.7,82.60975609756098,92,183
7938,239,184,2.0,Pantai Sepanjang,Bahari,10000,4.4,120.0,238,281
3039,93,434,4.0,Taman Bungkul,Taman Hiburan,0,4.6,82.60975609756098,92,361
9655,290,274,2.0,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,0,4.6,82.60975609756098,289,12
2545,78,108,3.0,Embung Tambakboyo,Taman Hiburan,0,4.4,82.60975609756098,77,71
2592,80,323,2.0,Kebun Tanaman Obat Sari Alam,Cagar Alam,0,4.9,90.0,79,155
1188,37,385,4.0,Kampung Batik Gedong Semarang,Budaya,0,4.4,45.0,36,133
7966,240,44,3.0,Monumen Selamat Datang,Budaya,0,4.7,15.0,239,197
6077,183,186,4.0,Pantai Glagah,Bahari,5000,4.4,82.60975609756098,182,255
107,4,383,2.0,Taman Tabanas,Taman Hiburan,0,4.4,60.0,3,397
1315,41,45,4.0,Jakarta Aquarium dan Safari,Taman Hiburan,185000,4.6,82.60975609756098,40,118
8187,246,197,1.0,Pantai Jungwok,Bahari,5000,4.6,82.60975609756098,245,260
2753,85,155,4.0,Pantai Ngobaran,Bahari,5000,4.6,82.60975609756098,84,268
9753,293,260,1.0,Museum Pos Indonesia,Budaya,0,4.5,82.60975609756098,292,225
6231,187,198,2.0,Pantai Greweng,Bahari,5000,4.6,82.60975609756098,186,257
2876,89,104,4.0,Tebing Breksi,Budaya,20000,4.4,82.60975609756098,88,399
5323,161,196,1.0,Pantai Ngrenehan,Bahari,3000,4.4,82.60975609756098,160,270
799,26,49,3.0,Galeri Indonesia Kaya,Budaya,0,4.8,90.0,25,78
3570,109,184,3.0,Pantai Sepanjang,Bahari,10000,4.4,120.0,108,281
2894,90,127,3.0,Blue Lagoon Jogja,Taman Hiburan,10000,4.3,82.60975609756098,89,20
2927,91,383,5.0,Taman Tabanas,Taman Hiburan,0,4.4,60.0,90,397
8178,246,93,2.0,Gembira Loka Zoo,Cagar Alam,60000,4.5,82.60975609756098,245,82
971,31,105,3.0,Candi Donotirto,Budaya,0,4.4,25.0,30,35
6687,201,352,2.0,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,0,4.6,82.60975609756098,200,76
8575,258,25,3.0,Pasar Tanah Abang,Pusat Perbelanjaan,0,4.0,45.0,257,293
2020,62,224,3.0,Dago Dreampark,Taman Hiburan,40000,4.2,150.0,61,57
9054,273,342,2.0,Taman Kasmaran,Taman Hiburan,3000,4.5,90.0,272,374
952,30,237,2.0,Panghegar Waterboom Bandung,Taman Hiburan,75000,4.3,82.60975609756098,29,247
5359,162,160,2.0,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,0,4.4,82.60975609756098,161,289
3857,118,80,2.0,Plaza Indonesia,Pusat Perbelanjaan,0,4.7,120.0,117,305
5861,177,274,4.0,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,0,4.6,82.60975609756098,176,12
3145,97,174,4.0,Pasar Beringharjo,Pusat Perbelanjaan,0,4.5,60.0,96,288
3305,101,156,3.0,Pantai Pulang Sawal,Bahari,10000,4.5,82.60975609756098,100,275
3006,93,269,2.0,Bumi Perkemahan Batu Kuda,Cagar Alam,7500,4.5,82.60975609756098,92,31
9001,271,80,1.0,Plaza Indonesia,Pusat Perbelanjaan,0,4.7,120.0,270,305
7770,233,425,5.0,Waterpark Kenjeran Surabaya,Taman Hiburan,35000,4.1,82.60975609756098,232,419
7438,224,261,4.0,Ciwangun Indah Camp Official,Cagar Alam,10000,4.3,82.60975609756098,223,45
7942,239,418,3.0,Museum Sepuluh Nopember Kota Surabaya,Budaya,5000,4.7,82.60975609756098,238,229
9238,278,426,3.0,Balai Kota Surabaya,Budaya,0,4.7,60.0,277,13
1056,33,265,4.0,Museum Mandala Wangsit Siliwangi,Budaya,0,4.4,60.0,32,219
3154,97,266,4.0,Caringin Tilu,Cagar Alam,0,4.4,82.60975609756098,96,41
3787,116,82,3.0,Museum Satria Mandala,Budaya,5000,4.5,150.0,115,227
9189,276,151,2.0,Desa Wisata Kelor,Taman Hiburan,0,4.4,90.0,275,61
7825,235,78,1.0,Hutan Kota Srengseng,Taman Hiburan,1000,4.3,82.60975609756098,234,110
7539,227,211,3.0,GunungTangkuban perahu,Cagar Alam,30000,4.5,82.60975609756098,226,105
7231,217,253,3.0,Selasar Sunaryo Art Space,Taman Hiburan,25000,4.6,82.60975609756098,216,328
764,25,406,5.0,Kebun Bibit Wonorejo,Cagar Alam,0,4.4,30.0,24,151
5019,152,233,2.0,Gunung Papandayan,Cagar Alam,30000,4.6,82.60975609756098,151,104
4903,148,435,5.0,Taman Air Mancur Menari Kenjeran,Taman Hiburan,0,4.4,45.0,147,350
8093,243,190,1.0,Pantai Samas,Bahari,4000,4.0,45.0,242,278
6843,206,423,2.0,Patung Sura dan Buaya,Budaya,0,4.6,30.0,205,295
2165,66,23,2.0,Gereja Katedral,Tempat Ibadah,0,4.8,82.60975609756098,65,84
1862,57,180,1.0,Pantai Depok Jogja,Bahari,10000,4.3,82.60975609756098,56,253
7850,236,17,2.0,Museum Fatahillah,Budaya,5000,4.4,82.60975609756098,235,208
9123,275,337,2.0,Kampung Pelangi,Taman Hiburan,3000,4.3,30.0,274,137
2340,72,340,5.0,Desa Wisata Lembah Kalipancur,Taman Hiburan,0,3.9,90.0,71,62
5527,167,243,5.0,Kampung Korea Bandung,Budaya,15000,4.1,82.60975609756098,166,136
6743,202,26,2.0,Pecinan Glodok,Pusat Perbelanjaan,0,4.3,20.0,201,296
4003,123,241,2.0,Lawangwangi Creative Space,Taman Hiburan,0,4.4,120.0,122,171
1123,35,343,2.0,Pantai Baruna,Bahari,3000,4.0,82.60975609756098,34,250
8709,262,396,2.0,Monumen Kapal Selam,Budaya,15000,4.4,30.0,261,192
4049,124,171,2.0,Candi Ijo,Budaya,5000,4.6,60.0,123,37
7640,230,187,1.0,Pantai Siung,Bahari,10000,4.6,82.60975609756098,229,282
765,25,85,2.0,Taman Pintar Yogyakarta,Taman Hiburan,6000,4.5,120.0,24,389
2344,72,173,4.0,Pantai Nglambor,Bahari,10000,4.4,82.60975609756098,71,267
4071,125,248,3.0,NuArt Sculpture Park,Taman Hiburan,50000,4.7,82.60975609756098,124,240
7216,217,76,1.0,Taman Cattleya,Taman Hiburan,20000,4.5,82.60975609756098,216,362
4216,129,319,3.0,Kawah Rengganis Cibuni,Cagar Alam,5000,4.3,82.60975609756098,128,146
7952,239,415,2.0,Museum De Javasche Bank,Budaya,5000,4.6,60.0,238,207
5970,180,47,3.0,Taman Situ Lembang,Taman Hiburan,0,4.5,82.60975609756098,179,392
3350,103,403,1.0,Taman Barunawati,Taman Hiburan,0,4.2,30.0,102,354
4695,143,315,5.0,Curug Luhur Waterfall,Cagar Alam,5000,4.2,82.60975609756098,142,54
3399,104,315,2.0,Curug Luhur Waterfall,Cagar Alam,5000,4.2,82.60975609756098,103,54
4081,125,273,1.0,Curug Bugbrug,Cagar Alam,7500,4.3,120.0,124,49
9149,276,397,1.0,Taman Kunang-Kunang,Taman Hiburan,0,4.4,45.0,275,376
1224,38,117,5.0,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,22000,4.2,90.0,37,407
6292,189,108,5.0,Embung Tambakboyo,Taman Hiburan,0,4.4,82.60975609756098,188,71
3122,96,208,3.0,Taman Sungai Mudal,Cagar Alam,10000,4.6,150.0,95,395
510,17,70,2.0,Perpustakaan Nasional,Budaya,0,4.7,240.0,16,301
5794,175,406,5.0,Kebun Bibit Wonorejo,Cagar Alam,0,4.4,30.0,174,151
8181,246,298,5.0,Gunung Lalakon,Cagar Alam,0,4.8,82.60975609756098,245,102
9417,283,99,2.0,Kampung Wisata Kadipaten,Budaya,0,4.4,82.60975609756098,282,140
96,4,88,3.0,Museum Benteng Vredeburg Yogyakarta,Budaya,3000,4.6,120.0,3,206
6681,201,225,3.0,Orchid Forest Cikole,Taman Hiburan,50000,4.6,150.0,200,245
1512,47,345,3.0,Kampoeng Djadhoel Semarang,Budaya,10000,4.7,82.60975609756098,46,129
8791,265,312,2.0,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,11000,4.5,90.0,264,369
119,5,300,4.0,Sanghyang Heuleut,Cagar Alam,10000,4.4,82.60975609756098,4,325
7791,234,97,1.0,Monumen Yogya Kembali,Budaya,15000,4.5,30.0,233,200
6517,196,319,3.0,Kawah Rengganis Cibuni,Cagar Alam,5000,4.3,82.60975609756098,195,146
33,2,23,3.0,Gereja Katedral,Tempat Ibadah,0,4.8,82.60975609756098,1,84
7887,237,9,2.0,Pelabuhan Marina,Bahari,175000,4.4,82.60975609756098,236,297
6830,205,236,5.0,Taman Balai Kota Bandung,Taman Hiburan,0,4.6,45.0,204,353
5421,164,26,4.0,Pecinan Glodok,Pusat Perbelanjaan,0,4.3,20.0,163,296
1068,33,296,2.0,Batununggal Indah Club,Taman Hiburan,70000,4.4,82.60975609756098,32,16
1347,42,341,2.0,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,3000,4.3,82.60975609756098,41,115
4747,144,126,4.0,Pantai Goa Cemara,Bahari,4000,4.3,82.60975609756098,143,256
6005,181,57,4.0,Taman Lapangan Banteng,Taman Hiburan,0,4.7,82.60975609756098,180,380
6039,182,57,2.0,Taman Lapangan Banteng,Taman Hiburan,0,4.7,82.60975609756098,181,380
3817,117,230,3.0,Stone Garden Citatah,Taman Hiburan,30000,4.4,82.60975609756098,116,340
8446,255,343,5.0,Pantai Baruna,Bahari,3000,4.0,82.60975609756098,254,250
5269,160,116,5.0,Jurang Tembelan Kanigoro,Taman Hiburan,2500,4.5,45.0,159,128
6897,207,79,4.0,Taman Spathodea,Taman Hiburan,0,4.6,30.0,206,393
5309,161,233,2.0,Gunung Papandayan,Cagar Alam,30000,4.6,82.60975609756098,160,104
31,2,2,5.0,Kota Tua,Budaya,0,4.6,90.0,1,166
5674,171,436,4.0,Taman Flora Bratang Surabaya,Taman Hiburan,0,4.6,82.60975609756098,170,365
4386,134,348,1.0,Pura Giri Natha,Budaya,20000,4.7,82.60975609756098,133,316
29,1,328,2.0,Gua Pawon,Cagar Alam,10000,4.5,90.0,0,100
4202,128,342,2.0,Taman Kasmaran,Taman Hiburan,3000,4.5,90.0,127,374
7507,226,36,5.0,Skyrink - Mall Taman Anggrek,Taman Hiburan,110000,4.5,180.0,225,338
735,24,98,4.0,Taman Pelangi Yogyakarta,Taman Hiburan,15000,4.3,60.0,23,388
2067,64,121,4.0,Candi Prambanan,Budaya,50000,4.7,82.60975609756098,63,38
106,4,406,3.0,Kebun Bibit Wonorejo,Cagar Alam,0,4.4,30.0,3,151
9644,290,183,3.0,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,150000,4.4,82.60975609756098,289,126
8894,267,276,5.0,Taman Jomblo,Taman Hiburan,10000,4.1,30.0,266,373
8020,241,45,3.0,Jakarta Aquarium dan Safari,Taman Hiburan,185000,4.6,82.60975609756098,240,118
2232,68,396,5.0,Monumen Kapal Selam,Budaya,15000,4.4,30.0,67,192
993,31,327,2.0,Taman Miniatur Kereta Api,Taman Hiburan,15000,4.4,82.60975609756098,30,384
9412,283,28,5.0,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,35000,4.5,82.60975609756098,282,424
7058,212,305,1.0,Sunrise Point Cukul,Cagar Alam,10000,4.6,82.60975609756098,211,345
6789,204,233,4.0,Gunung Papandayan,Cagar Alam,30000,4.6,82.60975609756098,203,104
360,13,20,2.0,Museum Taman Prasasti,Budaya,2000,4.5,90.0,12,234
304,11,355,4.0,Umbul Sidomukti,Cagar Alam,75000,4.6,82.60975609756098,10,413
2627,81,238,2.0,Gunung Manglayang,Cagar Alam,7500,4.5,82.60975609756098,80,103
8965,270,189,4.0,Pantai Nguluran,Bahari,10000,4.1,82.60975609756098,269,271
4513,137,27,5.0,Sea World,Taman Hiburan,115000,4.5,180.0,136,327
5910,178,248,3.0,NuArt Sculpture Park,Taman Hiburan,50000,4.7,82.60975609756098,177,240
8313,250,354,2.0,Semarang Contemporary Art Gallery,Budaya,10000,4.6,90.0,249,330
3100,95,343,4.0,Pantai Baruna,Bahari,3000,4.0,82.60975609756098,94,250
5703,172,181,2.0,Pantai Sundak,Bahari,5000,4.5,82.60975609756098,171,283
3898,119,269,2.0,Bumi Perkemahan Batu Kuda,Cagar Alam,7500,4.5,82.60975609756098,118,31
5440,165,205,4.0,Desa Wisata Tembi,Taman Hiburan,50000,4.5,82.60975609756098,164,66
7930,239,276,5.0,Taman Jomblo,Taman Hiburan,10000,4.1,30.0,238,373
621,20,360,2.0,Air Terjun Kali Pancur,Cagar Alam,5000,4.1,82.60975609756098,19,1
7235,218,106,3.0,Kawasan Malioboro,Taman Hiburan,0,4.8,82.60975609756098,217,148
2498,77,419,3.0,Monumen Tugu Pahlawan,Budaya,0,4.7,30.0,76,199
713,23,240,4.0,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,7000,4.4,60.0,22,378
8403,253,257,1.0,Monumen Bandung Lautan Api,Budaya,0,4.3,82.60975609756098,252,189
2855,88,348,3.0,Pura Giri Natha,Budaya,20000,4.7,82.60975609756098,87,316
4269,130,63,2.0,Museum Kebangkitan Nasional,Budaya,2000,4.7,45.0,129,213
2908,90,128,4.0,Gumuk Pasir Parangkusumo,Taman Hiburan,0,4.5,90.0,89,101
8080,243,293,1.0,Taman Badak,Taman Hiburan,0,4.5,82.60975609756098,242,352
4516,138,180,2.0,Pantai Depok Jogja,Bahari,10000,4.3,82.60975609756098,137,253
1261,40,196,2.0,Pantai Ngrenehan,Bahari,3000,4.4,82.60975609756098,39,270
3160,97,372,5.0,Gua Maria Kerep Ambarawa,Cagar Alam,2000,4.8,82.60975609756098,96,99
970,31,328,3.0,Gua Pawon,Cagar Alam,10000,4.5,90.0,30,100
3912,120,41,5.0,Museum Bahari Jakarta,Budaya,2000,4.4,120.0,119,202
5198,158,430,5.0,Atlantis Land Surabaya,Taman Hiburan,125000,4.4,120.0,157,10
8846,267,106,4.0,Kawasan Malioboro,Taman Hiburan,0,4.8,82.60975609756098,266,148
259,9,233,5.0,Gunung Papandayan,Cagar Alam,30000,4.6,82.60975609756098,8,104
3790,116,171,5.0,Candi Ijo,Budaya,5000,4.6,60.0,115,37
9202,277,403,3.0,Taman Barunawati,Taman Hiburan,0,4.2,30.0,276,354
487,17,256,4.0,Wisata Batu Kuda,Cagar Alam,10000,4.4,82.60975609756098,16,428
7907,238,377,5.0,La Kana Chapel,Taman Hiburan,35000,4.5,82.60975609756098,237,168
518,17,262,2.0,Wot Batu,Cagar Alam,50000,4.7,82.60975609756098,16,436
8342,251,14,3.0,Pulau Pelangi,Bahari,900000,4.8,82.60975609756098,250,308
311,11,151,5.0,Desa Wisata Kelor,Taman Hiburan,0,4.4,90.0,10,61
3231,99,115,4.0,Monumen Sanapati,Budaya,15000,4.3,82.60975609756098,98,196
7932,239,19,1.0,Kidzania,Taman Hiburan,185000,4.6,300.0,238,161
7457,224,42,1.0,Museum Seni Rupa dan Kramik,Budaya,5000,4.4,82.60975609756098,223,228
9783,294,176,5.0,Museum Gunung Merapi,Budaya,10000,4.4,60.0,293,211
5183,157,317,4.0,Curug Cimahi,Cagar Alam,15000,4.6,30.0,156,51
8076,243,88,4.0,Museum Benteng Vredeburg Yogyakarta,Budaya,3000,4.6,120.0,242,206
6501,195,8,5.0,Ocean Ecopark,Taman Hiburan,180000,4.0,82.60975609756098,194,243
6790,204,322,5.0,Bukit Jamur,Cagar Alam,0,4.2,82.60975609756098,203,25
7772,233,389,2.0,Brown Canyon,Cagar Alam,0,4.2,30.0,232,21
2737,85,33,4.0,Taman Suropati,Taman Hiburan,0,4.6,82.60975609756098,84,396
7841,235,215,4.0,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,15000,4.5,90.0,234,368
6261,188,434,1.0,Taman Bungkul,Taman Hiburan,0,4.6,82.60975609756098,187,361
8205,247,374,1.0,Hutan Pinus Kayon,Cagar Alam,6000,4.4,82.60975609756098,246,113
1247,39,36,5.0,Skyrink - Mall Taman Anggrek,Taman Hiburan,110000,4.5,180.0,38,338
9335,281,132,5.0,Air Terjun Kedung Pedut,Cagar Alam,20000,4.5,60.0,280,2
4194,128,305,4.0,Sunrise Point Cukul,Cagar Alam,10000,4.6,82.60975609756098,127,345
8000,240,311,3.0,The Lodge Maribaya,Cagar Alam,25000,4.3,150.0,239,405
7377,222,43,1.0,The Escape Hunt,Taman Hiburan,70000,4.4,120.0,221,403
3434,105,69,5.0,Freedom Library,Budaya,0,5.0,82.60975609756098,104,75
5381,163,405,5.0,Surabaya North Quay,Taman Hiburan,50000,4.4,82.60975609756098,162,347
958,30,226,4.0,Kawasan Punclut,Taman Hiburan,20000,4.4,120.0,29,149
416,15,435,3.0,Taman Air Mancur Menari Kenjeran,Taman Hiburan,0,4.4,45.0,14,350
5741,173,123,3.0,Kampung Wisata Rejowinangun,Budaya,0,4.3,82.60975609756098,172,141
6727,202,244,4.0,Kampung Batu Malakasari,Taman Hiburan,10000,4.1,82.60975609756098,201,134
4381,134,16,4.0,Jembatan Kota Intan,Budaya,0,4.3,82.60975609756098,133,122
5196,158,83,5.0,Alive Museum Ancol,Taman Hiburan,200000,4.3,82.60975609756098,157,5
1112,35,279,5.0,Masjid Agung Trans Studio Bandung,Tempat Ibadah,0,4.8,82.60975609756098,34,177
2688,83,101,3.0,Kampung Wisata Sosro Menduran,Budaya,0,4.0,82.60975609756098,82,142
6472,195,102,3.0,Monumen Batik Yogyakarta,Budaya,40000,4.5,15.0,194,190
8819,266,357,5.0,Wisata Alam Wana Wisata Penggaron,Cagar Alam,10000,4.1,45.0,265,427
7807,234,246,1.0,Curug Tilu Leuwi Opat,Cagar Alam,10000,4.4,120.0,233,56
3410,104,94,5.0,Sumur Gumuling,Taman Hiburan,7000,4.5,82.60975609756098,103,343
80,3,176,2.0,Museum Gunung Merapi,Budaya,10000,4.4,60.0,2,211
4613,140,389,5.0,Brown Canyon,Cagar Alam,0,4.2,30.0,139,21
1373,43,406,3.0,Kebun Bibit Wonorejo,Cagar Alam,0,4.4,30.0,42,151
1509,47,62,3.0,Taman Legenda Keong Emas,Taman Hiburan,30000,4.5,82.60975609756098,46,381
6442,194,420,4.0,Surabaya Museum (Gedung Siola),Budaya,0,4.5,45.0,193,346
3070,94,246,2.0,Curug Tilu Leuwi Opat,Cagar Alam,10000,4.4,120.0,93,56
3015,93,304,2.0,Situ Cileunca,Cagar Alam,2500,4.4,82.60975609756098,92,335
4822,146,363,1.0,Pantai Maron,Bahari,5000,3.4,82.60975609756098,145,265
7821,235,81,4.0,Mall Thamrin City,Pusat Perbelanjaan,0,4.4,60.0,234,175
92,4,242,4.0,Curug Dago,Cagar Alam,12000,4.0,82.60975609756098,3,53
9420,283,29,5.0,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,0,5.0,82.60975609756098,282,433
6599,198,408,3.0,Kebun Binatang Surabaya,Cagar Alam,15000,4.3,180.0,197,154
4442,135,307,2.0,Perkebunan Teh Malabar,Cagar Alam,5000,4.4,82.60975609756098,134,300
7601,228,252,5.0,Kampoeng Tulip,Taman Hiburan,15000,3.8,60.0,227,132
3834,117,229,4.0,Rabbit Town,Taman Hiburan,45000,4.0,90.0,116,318
9701,292,99,5.0,Kampung Wisata Kadipaten,Budaya,0,4.4,82.60975609756098,291,140
4321,132,42,3.0,Museum Seni Rupa dan Kramik,Budaya,5000,4.4,82.60975609756098,131,228
3393,104,155,4.0,Pantai Ngobaran,Bahari,5000,4.6,82.60975609756098,103,268
4751,144,356,3.0,Saloka Theme Park,Taman Hiburan,150000,4.4,180.0,143,323
7228,217,421,1.0,Museum Kesehatan Dr. Adhyatma,Budaya,10000,4.4,82.60975609756098,216,215
9190,276,100,5.0,Taman Budaya Yogyakarta,Budaya,0,4.5,210.0,275,358
2360,73,341,3.0,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,3000,4.3,82.60975609756098,72,115
1147,36,138,4.0,Jogja Exotarium,Taman Hiburan,20000,4.4,120.0,35,127
5665,171,80,5.0,Plaza Indonesia,Pusat Perbelanjaan,0,4.7,120.0,170,305
8074,243,409,4.0,Rumah Batik,Budaya,0,4.5,15.0,242,321
4942,149,160,4.0,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,0,4.4,82.60975609756098,148,289
3662,112,8,4.0,Ocean Ecopark,Taman Hiburan,180000,4.0,82.60975609756098,111,243
1562,49,179,5.0,Candi Ratu Boko,Budaya,75000,4.6,90.0,48,39
4112,126,431,5.0,Taman Hiburan Rakyat,Taman Hiburan,5000,4.2,82.60975609756098,125,367
9049,273,176,4.0,Museum Gunung Merapi,Budaya,10000,4.4,60.0,272,211
9275,279,266,4.0,Caringin Tilu,Cagar Alam,0,4.4,82.60975609756098,278,41
8537,258,252,5.0,Kampoeng Tulip,Taman Hiburan,15000,3.8,60.0,257,132
794,26,211,2.0,GunungTangkuban perahu,Cagar Alam,30000,4.5,82.60975609756098,25,105
5853,176,21,5.0,Museum Wayang,Budaya,5000,4.5,150.0,175,238
7618,229,294,5.0,Taman Film,Budaya,0,4.3,90.0,228,364
1593,50,218,2.0,Kawah Putih,Cagar Alam,81000,4.5,82.60975609756098,49,145
7417,223,299,5.0,Sendang Geulis Kahuripan,Cagar Alam,10000,4.3,120.0,222,331
5266,159,246,4.0,Curug Tilu Leuwi Opat,Cagar Alam,10000,4.4,120.0,158,56
7146,215,382,3.0,Kampoeng Kopi Banaran,Taman Hiburan,200000,4.3,90.0,214,130
88,3,198,5.0,Pantai Greweng,Bahari,5000,4.6,82.60975609756098,2,257
8694,262,396,3.0,Monumen Kapal Selam,Budaya,15000,4.4,30.0,261,192
9731,292,35,1.0,Grand Indonesia Mall,Pusat Perbelanjaan,0,4.7,120.0,291,94
9445,284,149,2.0,Goa Cerme,Cagar Alam,3000,4.4,90.0,283,89
6753,203,313,1.0,Taman Begonia,Cagar Alam,10000,4.4,90.0,202,355
3501,107,20,4.0,Museum Taman Prasasti,Budaya,2000,4.5,90.0,106,234
2233,68,241,5.0,Lawangwangi Creative Space,Taman Hiburan,0,4.4,120.0,67,171
2802,86,208,3.0,Taman Sungai Mudal,Cagar Alam,10000,4.6,150.0,85,395
4423,135,132,5.0,Air Terjun Kedung Pedut,Cagar Alam,20000,4.5,60.0,134,2
5662,171,71,4.0,Cibubur Garden Diary (Cibugary),Cagar Alam,50000,4.5,82.60975609756098,170,43
7169,216,248,5.0,NuArt Sculpture Park,Taman Hiburan,50000,4.7,82.60975609756098,215,240
